Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 07.12.1990,19:00,Saarbrücken,1:1,FC Schalke 04
Fr. 07.12.1990,19:00,E. Braunschweig,1:1,MSV Duisburg
Fr. 07.12.1990,19:00,BW Berlin,2:1,W. Mannheim
Sa. 08.12.1990,15:00,RW Essen,0:0,FC 08 Homburg
Sa. 08.12.1990,15:00,Darmstadt 98,0:2,Stuttg. Kickers
Sa. 08.12.1990,15:00,Fortuna Köln,1:1,Pr. Münster
So. 09.12.1990,15:00,SC Freiburg,1:1,Hannover 96
So. 09.12.1990,15:00,1.FSV Mainz 05,2:0,VfB Oldenburg
So. 09.12.1990,15:00,VfL Osnabrück,2:0,Schweinfurt 05
So. 09.12.1990,15:00,TSV Havelse,1:0,SV Meppen
