Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 01.03.1991,19:00,Pr. Münster,1:0,Saarbrücken
Sa. 02.03.1991,15:00,FC 08 Homburg,2:0,BW Berlin
Sa. 02.03.1991,15:00,SC Freiburg,2:0,Fortuna Köln
Sa. 02.03.1991,15:00,Stuttg. Kickers,1:0,E. Braunschweig
Sa. 02.03.1991,15:00,Hannover 96,2:0,RW Essen
Sa. 02.03.1991,15:00,VfB Oldenburg,3:0,Darmstadt 98
Sa. 02.03.1991,15:00,FC Schalke 04,1:0,VfL Osnabrück
Sa. 02.03.1991,15:00,W. Mannheim,4:3,TSV Havelse
So. 03.03.1991,15:00,SV Meppen,1:1,1.FSV Mainz 05
So. 03.03.1991,15:00,MSV Duisburg,2:1,Schweinfurt 05
