Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 25.05.1991,15:00,VfB Oldenburg,4:0,Pr. Münster
Sa. 25.05.1991,15:00,BW Berlin,0:0,VfL Osnabrück
Sa. 25.05.1991,15:00,RW Essen,1:1,MSV Duisburg
Sa. 25.05.1991,15:00,Darmstadt 98,3:3,Schweinfurt 05
Sa. 25.05.1991,15:00,SV Meppen,1:0,E. Braunschweig
Sa. 25.05.1991,15:00,Fortuna Köln,1:0,W. Mannheim
Sa. 25.05.1991,15:00,SC Freiburg,1:0,Stuttg. Kickers
Sa. 25.05.1991,15:00,Saarbrücken,0:0,TSV Havelse
Sa. 25.05.1991,15:00,Hannover 96,0:2,FC 08 Homburg
Sa. 25.05.1991,15:00,1.FSV Mainz 05,1:1,FC Schalke 04
