Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 12.04.1991,19:00,Pr. Münster,2:0,MSV Duisburg
Fr. 12.04.1991,19:00,Hannover 96,2:1,TSV Havelse
Fr. 12.04.1991,19:00,RW Essen,1:1,Saarbrücken
Sa. 13.04.1991,15:00,SC Freiburg,0:1,VfL Osnabrück
Sa. 13.04.1991,15:00,FC 08 Homburg,1:1,W. Mannheim
Sa. 13.04.1991,15:00,Stuttg. Kickers,0:0,FC Schalke 04
Sa. 13.04.1991,15:00,SV Meppen,2:1,Darmstadt 98
Sa. 13.04.1991,15:00,1.FSV Mainz 05,1:4,E. Braunschweig
Sa. 13.04.1991,15:00,Fortuna Köln,2:1,BW Berlin
Sa. 13.04.1991,15:00,VfB Oldenburg,3:0,Schweinfurt 05
