Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 26.10.1990,19:00,Pr. Münster,3:1,VfB Oldenburg
Fr. 26.10.1990,19:00,VfL Osnabrück,1:1,BW Berlin
Fr. 26.10.1990,19:00,MSV Duisburg,4:2,RW Essen
Sa. 27.10.1990,15:00,Schweinfurt 05,0:5,Darmstadt 98
Sa. 27.10.1990,15:00,E. Braunschweig,0:0,SV Meppen
Sa. 27.10.1990,15:00,W. Mannheim,2:0,Fortuna Köln
Sa. 27.10.1990,15:00,Stuttg. Kickers,3:2,SC Freiburg
So. 28.10.1990,15:00,TSV Havelse,0:2,Saarbrücken
So. 28.10.1990,15:00,FC 08 Homburg,1:1,Hannover 96
So. 28.10.1990,15:00,FC Schalke 04,3:0,1.FSV Mainz 05
