Datum,Uhrzeit,Heim,Ergebnis,Gast
So. 09.06.1991,15:00,Saarbrücken,0:1,MSV Duisburg
So. 09.06.1991,15:00,1.FSV Mainz 05,0:2,FC 08 Homburg
So. 09.06.1991,15:00,E. Braunschweig,3:1,TSV Havelse
So. 09.06.1991,15:00,Darmstadt 98,0:0,W. Mannheim
So. 09.06.1991,15:00,RW Essen,0:0,FC Schalke 04
So. 09.06.1991,15:00,Fortuna Köln,0:2,Stuttg. Kickers
So. 09.06.1991,15:00,BW Berlin,6:1,Schweinfurt 05
So. 09.06.1991,15:00,Hannover 96,0:0,VfB Oldenburg
So. 09.06.1991,15:00,VfL Osnabrück,3:2,SV Meppen
So. 09.06.1991,15:00,SC Freiburg,3:2,Pr. Münster
