Datum,Uhrzeit,Heim,Ergebnis,Gast
Di. 16.04.1991,19:30,Schweinfurt 05,1:3,Hannover 96
Di. 16.04.1991,19:30,MSV Duisburg,1:0,VfB Oldenburg
Di. 16.04.1991,19:30,Saarbrücken,1:0,Darmstadt 98
Mi. 17.04.1991,19:30,W. Mannheim,3:0,Pr. Münster
Mi. 17.04.1991,19:30,E. Braunschweig,3:2,Fortuna Köln
Mi. 17.04.1991,19:30,Stuttg. Kickers,3:0,SV Meppen
Mi. 17.04.1991,19:30,VfL Osnabrück,0:0,1.FSV Mainz 05
Mi. 17.04.1991,19:30,BW Berlin,2:2,RW Essen
Mi. 17.04.1991,19:30,FC Schalke 04,3:1,FC 08 Homburg
So. 28.04.1991,15:00,TSV Havelse,0:3,SC Freiburg
