Datum,Uhrzeit,Heim,Ergebnis,Gast
Di. 14.08.1990,19:30,BW Berlin,4:1,FC 08 Homburg
Fr. 17.08.1990,19:00,Fortuna Köln,0:1,SC Freiburg
Fr. 17.08.1990,19:00,E. Braunschweig,2:1,Stuttg. Kickers
Sa. 18.08.1990,15:00,RW Essen,4:2,Hannover 96
Sa. 18.08.1990,15:00,Darmstadt 98,0:0,VfB Oldenburg
Sa. 18.08.1990,15:00,1.FSV Mainz 05,2:1,SV Meppen
Sa. 18.08.1990,15:00,Schweinfurt 05,0:6,MSV Duisburg
So. 19.08.1990,15:00,VfL Osnabrück,0:3,FC Schalke 04
So. 19.08.1990,15:00,TSV Havelse,1:1,W. Mannheim
So. 19.08.1990,15:00,Saarbrücken,4:1,Pr. Münster
