Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 14.09.1990,19:00,MSV Duisburg,5:0,Pr. Münster
Fr. 14.09.1990,19:00,VfL Osnabrück,1:4,SC Freiburg
Fr. 14.09.1990,19:00,TSV Havelse,1:2,Hannover 96
Sa. 15.09.1990,15:00,W. Mannheim,1:1,FC 08 Homburg
Sa. 15.09.1990,15:00,FC Schalke 04,2:1,Stuttg. Kickers
Sa. 15.09.1990,15:00,Darmstadt 98,1:0,SV Meppen
Sa. 15.09.1990,15:00,Saarbrücken,2:0,RW Essen
Sa. 15.09.1990,15:00,E. Braunschweig,5:1,1.FSV Mainz 05
So. 16.09.1990,15:00,BW Berlin,0:0,Fortuna Köln
So. 16.09.1990,15:00,Schweinfurt 05,2:3,VfB Oldenburg
