Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 19.10.1990,19:00,Hannover 96,1:2,Stuttg. Kickers
Fr. 19.10.1990,19:00,Saarbrücken,2:1,VfL Osnabrück
Fr. 19.10.1990,19:00,Fortuna Köln,2:2,MSV Duisburg
Sa. 20.10.1990,15:00,SC Freiburg,3:0,FC Schalke 04
Sa. 20.10.1990,15:00,RW Essen,4:0,Schweinfurt 05
Sa. 20.10.1990,15:00,VfB Oldenburg,1:0,FC 08 Homburg
Sa. 20.10.1990,15:00,Darmstadt 98,5:2,TSV Havelse
So. 21.10.1990,15:00,1.FSV Mainz 05,3:1,W. Mannheim
So. 21.10.1990,15:00,SV Meppen,1:1,Pr. Münster
So. 21.10.1990,15:00,BW Berlin,0:0,E. Braunschweig
