Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 25.08.1990,15:00,Saarbrücken,1:0,Hannover 96
Sa. 25.08.1990,15:00,Darmstadt 98,2:1,SC Freiburg
Sa. 25.08.1990,15:00,E. Braunschweig,5:0,Pr. Münster
Sa. 25.08.1990,15:00,Schweinfurt 05,0:1,FC Schalke 04
So. 26.08.1990,15:00,RW Essen,2:0,1.FSV Mainz 05
So. 26.08.1990,15:00,VfL Osnabrück,1:0,FC 08 Homburg
So. 26.08.1990,15:00,TSV Havelse,2:1,Stuttg. Kickers
So. 26.08.1990,15:00,MSV Duisburg,1:1,W. Mannheim
So. 26.08.1990,15:00,Fortuna Köln,1:1,SV Meppen
Di. 28.08.1990,19:30,BW Berlin,1:1,VfB Oldenburg
