Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 16.11.1990,19:00,MSV Duisburg,1:0,Saarbrücken
Fr. 16.11.1990,19:00,FC 08 Homburg,0:0,1.FSV Mainz 05
Fr. 16.11.1990,19:00,TSV Havelse,1:0,E. Braunschweig
Sa. 17.11.1990,15:00,W. Mannheim,4:1,Darmstadt 98
Sa. 17.11.1990,15:00,FC Schalke 04,3:1,RW Essen
Sa. 17.11.1990,15:00,Stuttg. Kickers,1:1,Fortuna Köln
Sa. 17.11.1990,15:00,Schweinfurt 05,1:1,BW Berlin
So. 18.11.1990,15:00,VfB Oldenburg,1:1,Hannover 96
Mi. 21.11.1990,19:30,SV Meppen,1:1,VfL Osnabrück
Di. 04.12.1990,19:30,Pr. Münster,1:1,SC Freiburg
