Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 20.04.1991,15:00,Hannover 96,2:0,MSV Duisburg
Sa. 20.04.1991,15:00,Fortuna Köln,2:2,VfL Osnabrück
Sa. 20.04.1991,15:00,SC Freiburg,3:1,Schweinfurt 05
Sa. 20.04.1991,15:00,Darmstadt 98,1:1,BW Berlin
Sa. 20.04.1991,15:00,FC 08 Homburg,2:0,Stuttg. Kickers
So. 21.04.1991,15:00,RW Essen,3:1,E. Braunschweig
So. 21.04.1991,15:00,SV Meppen,0:0,Saarbrücken
So. 21.04.1991,15:00,Pr. Münster,0:3,FC Schalke 04
So. 21.04.1991,15:00,VfB Oldenburg,5:0,W. Mannheim
So. 21.04.1991,15:00,1.FSV Mainz 05,2:1,TSV Havelse
