Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 23.11.1990,19:00,E. Braunschweig,3:0,Schweinfurt 05
Fr. 23.11.1990,19:00,Fortuna Köln,1:1,FC 08 Homburg
Fr. 23.11.1990,19:00,Saarbrücken,0:0,W. Mannheim
Sa. 24.11.1990,15:00,RW Essen,0:2,Stuttg. Kickers
Sa. 24.11.1990,15:00,SC Freiburg,1:1,VfB Oldenburg
Sa. 24.11.1990,15:00,1.FSV Mainz 05,0:0,Pr. Münster
Sa. 24.11.1990,15:00,BW Berlin,2:2,MSV Duisburg
So. 25.11.1990,15:00,VfL Osnabrück,3:2,TSV Havelse
So. 25.11.1990,15:00,Hannover 96,2:0,SV Meppen
So. 25.11.1990,15:00,Darmstadt 98,2:2,FC Schalke 04
