Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 07.09.1990,19:00,FC 08 Homburg,2:1,MSV Duisburg
Sa. 08.09.1990,15:00,SC Freiburg,3:2,E. Braunschweig
Sa. 08.09.1990,15:00,1.FSV Mainz 05,2:2,BW Berlin
Sa. 08.09.1990,15:00,Fortuna Köln,3:4,Saarbrücken
Sa. 08.09.1990,15:00,RW Essen,3:0,Darmstadt 98
So. 09.09.1990,15:00,Pr. Münster,5:0,Schweinfurt 05
So. 09.09.1990,15:00,VfB Oldenburg,2:2,TSV Havelse
So. 09.09.1990,15:00,Hannover 96,0:1,VfL Osnabrück
So. 09.09.1990,15:00,SV Meppen,2:0,FC Schalke 04
So. 09.09.1990,15:00,Stuttg. Kickers,3:0,W. Mannheim
