Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 09.11.1990,19:00,Hannover 96,3:1,Pr. Münster
Fr. 09.11.1990,19:00,RW Essen,1:1,W. Mannheim
Fr. 09.11.1990,19:00,E. Braunschweig,1:0,VfL Osnabrück
Sa. 10.11.1990,15:00,1.FSV Mainz 05,3:3,Stuttg. Kickers
Sa. 10.11.1990,15:00,SC Freiburg,0:0,FC 08 Homburg
Sa. 10.11.1990,15:00,Darmstadt 98,2:2,MSV Duisburg
Sa. 10.11.1990,15:00,BW Berlin,3:1,TSV Havelse
So. 11.11.1990,15:00,VfB Oldenburg,2:2,SV Meppen
So. 11.11.1990,15:00,Saarbrücken,5:2,Schweinfurt 05
So. 11.11.1990,15:00,Fortuna Köln,1:1,FC Schalke 04
