Datum,Uhrzeit,Heim,Ergebnis,Gast
Mi. 22.08.1990,19:30,Stuttg. Kickers,3:1,VfL Osnabrück
Mi. 22.08.1990,19:30,VfB Oldenburg,0:1,Saarbrücken
Mi. 22.08.1990,19:30,FC 08 Homburg,1:0,E. Braunschweig
Mi. 22.08.1990,19:30,Pr. Münster,0:2,BW Berlin
Mi. 22.08.1990,19:30,W. Mannheim,3:0,Schweinfurt 05
Mi. 22.08.1990,19:30,1.FSV Mainz 05,1:3,Fortuna Köln
Mi. 22.08.1990,19:30,SV Meppen,0:1,MSV Duisburg
Mi. 22.08.1990,19:30,SC Freiburg,4:0,RW Essen
Mi. 22.08.1990,19:30,FC Schalke 04,3:0,TSV Havelse
Mi. 22.08.1990,19:30,Hannover 96,2:2,Darmstadt 98
