Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 21.09.1990,19:00,Hannover 96,1:1,Schweinfurt 05
Fr. 21.09.1990,19:00,Pr. Münster,0:0,W. Mannheim
Fr. 21.09.1990,19:00,Fortuna Köln,2:3,E. Braunschweig
Sa. 22.09.1990,15:00,SC Freiburg,1:0,TSV Havelse
Sa. 22.09.1990,15:00,VfB Oldenburg,1:1,MSV Duisburg
Sa. 22.09.1990,15:00,SV Meppen,1:2,Stuttg. Kickers
So. 23.09.1990,15:00,1.FSV Mainz 05,3:2,VfL Osnabrück
So. 23.09.1990,15:00,Darmstadt 98,1:0,Saarbrücken
So. 23.09.1990,15:00,RW Essen,0:3,BW Berlin
Di. 25.09.1990,19:30,FC 08 Homburg,2:1,FC Schalke 04
