Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 10.05.1991,19:00,Saarbrücken,4:1,E. Braunschweig
Fr. 10.05.1991,19:00,Fortuna Köln,2:0,Schweinfurt 05
Fr. 10.05.1991,19:00,RW Essen,3:0,TSV Havelse
Sa. 11.05.1991,15:00,Darmstadt 98,1:1,VfL Osnabrück
Sa. 11.05.1991,15:00,1.FSV Mainz 05,1:1,MSV Duisburg
Sa. 11.05.1991,15:00,VfB Oldenburg,1:1,Stuttg. Kickers
Sa. 11.05.1991,15:00,SC Freiburg,0:2,W. Mannheim
Sa. 11.05.1991,15:00,Hannover 96,1:1,FC Schalke 04
So. 12.05.1991,15:00,SV Meppen,0:0,BW Berlin
So. 12.05.1991,15:00,Pr. Münster,0:0,FC 08 Homburg
