Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 10.08.1990,19:30,Stuttg. Kickers,4:0,BW Berlin
Sa. 11.08.1990,15:00,FC Schalke 04,2:1,E. Braunschweig
Sa. 11.08.1990,15:00,W. Mannheim,1:0,VfL Osnabrück
Sa. 11.08.1990,15:00,SC Freiburg,2:1,1.FSV Mainz 05
Sa. 11.08.1990,15:00,VfB Oldenburg,2:0,RW Essen
So. 12.08.1990,15:00,MSV Duisburg,3:0,TSV Havelse
So. 12.08.1990,15:00,Hannover 96,3:3,Fortuna Köln
So. 12.08.1990,15:00,Pr. Münster,1:0,Darmstadt 98
So. 12.08.1990,15:00,SV Meppen,2:1,Schweinfurt 05
Di. 11.09.1990,20:00,FC 08 Homburg,0:0,Saarbrücken
