Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 04.03.1989,15:00,Fortuna Köln,3:0,1.FSV Mainz 05
Sa. 04.03.1989,15:00,Hertha BSC,3:0,SpVgg Bayreuth
Sa. 04.03.1989,15:00,Aschaffenburg,1:1,SV Meppen
Sa. 04.03.1989,15:00,E. Braunschweig,1:0,FC Schalke 04
So. 05.03.1989,15:00,VfL Osnabrück,1:0,K. Offenbach
So. 05.03.1989,15:00,Darmstadt 98,2:1,SC Freiburg
So. 05.03.1989,15:00,Alem. Aachen,2:1,F. Düsseldorf
So. 05.03.1989,15:00,Union Solingen,0:2,FC 08 Homburg
Do. 23.03.1989,19:30,Saarbrücken,0:0,Wattenscheid 09
Di. 28.03.1989,19:30,RW Essen,3:3,BW Berlin
