Datum,Uhrzeit,Heim,Ergebnis,Gast
So. 11.06.1989,15:00,Darmstadt 98,7:0,1.FSV Mainz 05
So. 11.06.1989,15:00,Aschaffenburg,3:0,SpVgg Bayreuth
So. 11.06.1989,15:00,Hertha BSC,2:0,FC 08 Homburg
So. 11.06.1989,15:00,Alem. Aachen,1:4,SC Freiburg
So. 11.06.1989,15:00,Saarbrücken,4:2,Fortuna Köln
So. 11.06.1989,15:00,F. Düsseldorf,4:1,SV Meppen
So. 11.06.1989,15:00,FC Schalke 04,4:1,BW Berlin
So. 11.06.1989,15:00,RW Essen,3:0,Wattenscheid 09
So. 11.06.1989,15:00,VfL Osnabrück,6:0,Union Solingen
So. 11.06.1989,15:00,E. Braunschweig,2:2,K. Offenbach
