Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 24.02.1989,19:30,FC Schalke 04,2:2,Alem. Aachen
Sa. 25.02.1989,15:00,FC 08 Homburg,3:1,F. Düsseldorf
Sa. 25.02.1989,15:00,Union Solingen,0:2,Fortuna Köln
Sa. 25.02.1989,15:00,SV Meppen,2:2,RW Essen
Sa. 25.02.1989,15:00,BW Berlin,3:3,E. Braunschweig
Sa. 25.02.1989,15:00,1.FSV Mainz 05,1:1,Hertha BSC
Sa. 25.02.1989,15:00,SC Freiburg,3:1,Aschaffenburg
So. 26.02.1989,15:00,Wattenscheid 09,5:0,VfL Osnabrück
So. 26.02.1989,15:00,K. Offenbach,3:1,Darmstadt 98
So. 26.02.1989,15:00,SpVgg Bayreuth,2:1,Saarbrücken
