Datum,Uhrzeit,Heim,Ergebnis,Gast
Mi. 10.05.1989,20:15,FC 08 Homburg,1:1,VfL Osnabrück
Fr. 12.05.1989,20:15,Darmstadt 98,0:0,Saarbrücken
Fr. 12.05.1989,20:15,Alem. Aachen,5:2,1.FSV Mainz 05
Sa. 13.05.1989,15:00,FC Schalke 04,3:2,Wattenscheid 09
Sa. 13.05.1989,15:00,SV Meppen,2:3,SC Freiburg
Sa. 13.05.1989,15:00,Aschaffenburg,1:0,Hertha BSC
Sa. 13.05.1989,15:00,BW Berlin,0:0,K. Offenbach
So. 14.05.1989,15:00,F. Düsseldorf,4:3,SpVgg Bayreuth
So. 14.05.1989,15:00,RW Essen,3:4,Fortuna Köln
So. 14.05.1989,15:00,E. Braunschweig,4:0,Union Solingen
