Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 26.05.1989,20:15,F. Düsseldorf,2:1,K. Offenbach
Fr. 26.05.1989,20:15,VfL Osnabrück,4:3,Hertha BSC
Fr. 26.05.1989,20:15,RW Essen,3:0,1.FSV Mainz 05
Sa. 27.05.1989,15:00,FC 08 Homburg,0:1,Saarbrücken
Sa. 27.05.1989,15:00,FC Schalke 04,4:2,SC Freiburg
Sa. 27.05.1989,15:00,Aschaffenburg,4:0,Union Solingen
Sa. 27.05.1989,15:00,BW Berlin,2:1,SV Meppen
Sa. 27.05.1989,15:00,Alem. Aachen,0:2,Wattenscheid 09
So. 28.05.1989,15:00,Darmstadt 98,2:1,Fortuna Köln
So. 28.05.1989,15:00,E. Braunschweig,1:1,SpVgg Bayreuth
