Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 19.08.1988,19:30,Hertha BSC,2:3,Wattenscheid 09
Fr. 19.08.1988,19:30,Alem. Aachen,2:2,FC 08 Homburg
Sa. 20.08.1988,15:00,Saarbrücken,2:2,K. Offenbach
Sa. 20.08.1988,15:00,E. Braunschweig,0:0,F. Düsseldorf
Sa. 20.08.1988,15:00,Fortuna Köln,3:1,SpVgg Bayreuth
Sa. 20.08.1988,15:00,Aschaffenburg,1:1,BW Berlin
Sa. 20.08.1988,15:00,RW Essen,2:1,FC Schalke 04
So. 21.08.1988,15:00,Darmstadt 98,2:2,SV Meppen
So. 21.08.1988,15:00,VfL Osnabrück,1:4,SC Freiburg
So. 21.08.1988,15:00,Union Solingen,2:0,1.FSV Mainz 05
