Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 02.06.1989,15:00,SV Meppen,1:3,FC Schalke 04
Fr. 02.06.1989,15:00,Union Solingen,0:3,Darmstadt 98
Fr. 02.06.1989,15:00,1.FSV Mainz 05,3:2,Aschaffenburg
Fr. 02.06.1989,20:15,Hertha BSC,1:2,Saarbrücken
Fr. 02.06.1989,20:15,SpVgg Bayreuth,1:0,RW Essen
Sa. 03.06.1989,15:00,Fortuna Köln,1:3,VfL Osnabrück
Sa. 03.06.1989,15:00,SC Freiburg,1:3,F. Düsseldorf
Sa. 03.06.1989,15:00,K. Offenbach,3:0,Alem. Aachen
Sa. 03.06.1989,15:00,FC 08 Homburg,2:0,BW Berlin
Sa. 03.06.1989,15:00,Wattenscheid 09,2:2,E. Braunschweig
