Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 07.04.1989,19:30,Alem. Aachen,0:1,Darmstadt 98
Fr. 07.04.1989,19:30,FC Schalke 04,2:1,Saarbrücken
Sa. 08.04.1989,15:00,E. Braunschweig,1:0,Aschaffenburg
Sa. 08.04.1989,15:00,SC Freiburg,1:1,Union Solingen
Sa. 08.04.1989,15:00,F. Düsseldorf,3:2,VfL Osnabrück
Sa. 08.04.1989,15:00,FC 08 Homburg,0:0,RW Essen
Sa. 08.04.1989,15:00,BW Berlin,1:1,Hertha BSC
So. 09.04.1989,15:00,SV Meppen,1:1,Fortuna Köln
So. 09.04.1989,15:00,Wattenscheid 09,2:0,SpVgg Bayreuth
So. 09.04.1989,15:00,K. Offenbach,3:0,1.FSV Mainz 05
