Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 10.03.1989,19:30,Wattenscheid 09,4:2,Hertha BSC
Fr. 10.03.1989,19:30,K. Offenbach,4:0,Saarbrücken
Sa. 11.03.1989,15:00,F. Düsseldorf,4:0,E. Braunschweig
Sa. 11.03.1989,15:00,SpVgg Bayreuth,2:0,Fortuna Köln
Sa. 11.03.1989,15:00,FC Schalke 04,1:1,RW Essen
Sa. 11.03.1989,15:00,SC Freiburg,3:0,VfL Osnabrück
Sa. 11.03.1989,15:00,1.FSV Mainz 05,3:0,Union Solingen
So. 12.03.1989,15:00,FC 08 Homburg,1:1,Alem. Aachen
So. 12.03.1989,15:00,BW Berlin,2:0,Aschaffenburg
So. 12.03.1989,15:00,SV Meppen,1:4,Darmstadt 98
