Datum,Uhrzeit,Heim,Ergebnis,Gast
Do. 27.04.1989,20:15,Hertha BSC,1:1,Alem. Aachen
Do. 27.04.1989,20:15,Saarbrücken,2:1,E. Braunschweig
Do. 27.04.1989,20:15,1.FSV Mainz 05,0:2,BW Berlin
Do. 27.04.1989,20:15,SpVgg Bayreuth,0:0,SV Meppen
Do. 27.04.1989,20:15,VfL Osnabrück,1:3,RW Essen
Do. 27.04.1989,20:15,Darmstadt 98,2:1,Aschaffenburg
Fr. 28.04.1989,20:15,Union Solingen,1:3,FC Schalke 04
Fr. 28.04.1989,20:15,Fortuna Köln,4:1,F. Düsseldorf
Fr. 28.04.1989,20:15,K. Offenbach,0:1,FC 08 Homburg
Fr. 28.04.1989,20:15,Wattenscheid 09,1:0,SC Freiburg
