Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 09.09.1988,19:30,FC Schalke 04,0:2,VfL Osnabrück
Fr. 09.09.1988,19:30,E. Braunschweig,2:1,RW Essen
Sa. 10.09.1988,15:00,FC 08 Homburg,3:0,SpVgg Bayreuth
Sa. 10.09.1988,15:00,F. Düsseldorf,1:2,Darmstadt 98
Sa. 10.09.1988,15:00,SV Meppen,1:0,Hertha BSC
Sa. 10.09.1988,15:00,Alem. Aachen,0:1,Aschaffenburg
Sa. 10.09.1988,15:00,SC Freiburg,2:1,Fortuna Köln
Sa. 10.09.1988,15:00,BW Berlin,1:1,Saarbrücken
So. 11.09.1988,15:00,K. Offenbach,2:0,Union Solingen
So. 11.09.1988,15:00,Wattenscheid 09,2:1,1.FSV Mainz 05
