Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 18.11.1988,19:30,VfL Osnabrück,4:2,Fortuna Köln
Fr. 18.11.1988,19:30,FC Schalke 04,0:0,SV Meppen
Sa. 19.11.1988,15:00,F. Düsseldorf,4:0,SC Freiburg
Sa. 19.11.1988,15:00,Saarbrücken,2:1,Hertha BSC
Sa. 19.11.1988,15:00,RW Essen,0:0,SpVgg Bayreuth
Sa. 19.11.1988,15:00,Darmstadt 98,1:0,Union Solingen
Sa. 19.11.1988,15:00,Alem. Aachen,1:2,K. Offenbach
So. 20.11.1988,15:00,Aschaffenburg,2:1,1.FSV Mainz 05
So. 20.11.1988,15:00,BW Berlin,2:0,FC 08 Homburg
So. 20.11.1988,15:00,E. Braunschweig,3:0,Wattenscheid 09
