Datum,Uhrzeit,Heim,Ergebnis,Gast
Mi. 10.08.1988,19:30,Hertha BSC,0:2,BW Berlin
Di. 13.09.1988,19:30,Fortuna Köln,3:1,SV Meppen
Di. 13.09.1988,19:30,Aschaffenburg,3:1,E. Braunschweig
Mi. 14.09.1988,19:30,SpVgg Bayreuth,1:1,Wattenscheid 09
Mi. 14.09.1988,19:30,1.FSV Mainz 05,3:1,K. Offenbach
Mi. 14.09.1988,19:30,Union Solingen,0:1,SC Freiburg
Mi. 14.09.1988,19:30,Darmstadt 98,0:1,Alem. Aachen
Mi. 14.09.1988,19:30,Saarbrücken,2:1,FC Schalke 04
Mi. 14.09.1988,19:30,VfL Osnabrück,1:5,F. Düsseldorf
Mi. 14.09.1988,19:30,RW Essen,0:3,FC 08 Homburg
