Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 18.02.1989,15:00,Aschaffenburg,2:1,K. Offenbach
Sa. 18.02.1989,15:00,Hertha BSC,1:1,Union Solingen
Sa. 18.02.1989,15:00,Alem. Aachen,3:0,BW Berlin
Sa. 18.02.1989,15:00,Fortuna Köln,2:0,FC 08 Homburg
Sa. 18.02.1989,15:00,F. Düsseldorf,2:0,FC Schalke 04
Sa. 18.02.1989,15:00,Saarbrücken,2:2,1.FSV Mainz 05
Sa. 18.02.1989,15:00,E. Braunschweig,1:1,SV Meppen
So. 19.02.1989,15:00,Darmstadt 98,2:4,Wattenscheid 09
So. 19.02.1989,15:00,VfL Osnabrück,1:5,SpVgg Bayreuth
So. 19.02.1989,15:00,RW Essen,3:0,SC Freiburg
