Datum,Uhrzeit,Heim,Ergebnis,Gast
Mi. 22.03.1989,19:30,F. Düsseldorf,4:0,Aschaffenburg
Do. 23.03.1989,19:30,K. Offenbach,1:1,Fortuna Köln
Do. 23.03.1989,19:30,Alem. Aachen,3:1,RW Essen
Sa. 25.03.1989,15:00,BW Berlin,1:2,VfL Osnabrück
Sa. 25.03.1989,15:00,SpVgg Bayreuth,4:1,1.FSV Mainz 05
Sa. 25.03.1989,15:00,FC 08 Homburg,2:0,E. Braunschweig
So. 26.03.1989,15:00,SC Freiburg,1:1,Hertha BSC
So. 26.03.1989,15:00,FC Schalke 04,3:4,Darmstadt 98
So. 26.03.1989,15:00,SV Meppen,0:1,Saarbrücken
Mo. 27.03.1989,15:00,Wattenscheid 09,0:0,Union Solingen
