Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 07.10.1988,19:30,Saarbrücken,0:2,RW Essen
Fr. 07.10.1988,19:30,K. Offenbach,3:2,SC Freiburg
Sa. 08.10.1988,15:00,Wattenscheid 09,0:2,SV Meppen
Sa. 08.10.1988,15:00,1.FSV Mainz 05,2:2,FC Schalke 04
Sa. 08.10.1988,15:00,Darmstadt 98,1:2,FC 08 Homburg
Sa. 08.10.1988,15:00,SpVgg Bayreuth,0:1,BW Berlin
So. 09.10.1988,15:00,Union Solingen,1:0,F. Düsseldorf
So. 09.10.1988,15:00,VfL Osnabrück,3:1,Aschaffenburg
So. 09.10.1988,15:00,Fortuna Köln,4:0,Alem. Aachen
So. 09.10.1988,15:00,Hertha BSC,0:2,E. Braunschweig
