Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 04.11.1988,19:30,RW Essen,0:1,Union Solingen
Fr. 04.11.1988,19:30,E. Braunschweig,0:0,1.FSV Mainz 05
Sa. 05.11.1988,15:00,FC Schalke 04,2:0,K. Offenbach
Sa. 05.11.1988,15:00,BW Berlin,1:0,SC Freiburg
Sa. 05.11.1988,15:00,Darmstadt 98,1:1,Hertha BSC
Sa. 05.11.1988,15:00,Alem. Aachen,5:3,SpVgg Bayreuth
Sa. 05.11.1988,15:00,F. Düsseldorf,1:1,Wattenscheid 09
So. 06.11.1988,15:00,VfL Osnabrück,3:0,Saarbrücken
So. 06.11.1988,15:00,Aschaffenburg,1:6,Fortuna Köln
So. 06.11.1988,15:00,FC 08 Homburg,1:0,SV Meppen
