Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 02.09.1988,19:30,Fortuna Köln,3:0,K. Offenbach
Fr. 02.09.1988,19:30,VfL Osnabrück,1:1,BW Berlin
Sa. 03.09.1988,15:00,Aschaffenburg,2:2,F. Düsseldorf
Sa. 03.09.1988,15:00,Hertha BSC,0:0,SC Freiburg
Sa. 03.09.1988,15:00,RW Essen,3:1,Alem. Aachen
Sa. 03.09.1988,15:00,Darmstadt 98,2:1,FC Schalke 04
Sa. 03.09.1988,15:00,Saarbrücken,4:1,SV Meppen
So. 04.09.1988,15:00,Union Solingen,0:3,Wattenscheid 09
So. 04.09.1988,15:00,1.FSV Mainz 05,1:0,SpVgg Bayreuth
So. 04.09.1988,15:00,E. Braunschweig,2:1,FC 08 Homburg
