Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 02.12.1988,19:30,FC Schalke 04,0:0,FC 08 Homburg
Fr. 02.12.1988,19:30,F. Düsseldorf,1:1,BW Berlin
Sa. 03.12.1988,15:00,Darmstadt 98,2:1,SpVgg Bayreuth
Sa. 03.12.1988,15:00,Aschaffenburg,2:1,Wattenscheid 09
So. 04.12.1988,15:00,Alem. Aachen,3:0,SV Meppen
So. 12.02.1989,15:00,Saarbrücken,2:0,Union Solingen
So. 12.02.1989,15:00,VfL Osnabrück,2:1,1.FSV Mainz 05
So. 12.02.1989,15:00,RW Essen,2:0,K. Offenbach
Di. 14.02.1989,19:30,Hertha BSC,3:0,Fortuna Köln
Di. 14.02.1989,19:30,E. Braunschweig,1:1,SC Freiburg
