Datum,Uhrzeit,Heim,Ergebnis,Gast
Mi. 03.08.1988,19:30,Aschaffenburg,3:0,FC 08 Homburg
Di. 20.09.1988,19:30,Saarbrücken,2:0,Alem. Aachen
Di. 20.09.1988,19:30,Hertha BSC,1:1,F. Düsseldorf
Di. 20.09.1988,19:30,Darmstadt 98,0:2,RW Essen
Di. 20.09.1988,19:30,Fortuna Köln,1:2,FC Schalke 04
Di. 20.09.1988,19:30,SpVgg Bayreuth,3:2,SC Freiburg
Di. 20.09.1988,19:30,Wattenscheid 09,3:1,K. Offenbach
Di. 20.09.1988,19:30,Union Solingen,0:2,BW Berlin
Di. 20.09.1988,19:30,VfL Osnabrück,1:1,E. Braunschweig
Di. 20.09.1988,19:30,1.FSV Mainz 05,1:6,SV Meppen
