Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 29.07.1988,19:30,F. Düsseldorf,4:1,FC 08 Homburg
Fr. 29.07.1988,19:30,VfL Osnabrück,1:3,Wattenscheid 09
Sa. 30.07.1988,15:00,Darmstadt 98,3:0,K. Offenbach
Sa. 30.07.1988,15:00,Fortuna Köln,2:0,Union Solingen
Sa. 30.07.1988,15:00,Alem. Aachen,2:0,FC Schalke 04
Sa. 30.07.1988,15:00,RW Essen,2:1,SV Meppen
Sa. 30.07.1988,15:00,E. Braunschweig,1:1,BW Berlin
So. 31.07.1988,15:00,Hertha BSC,0:0,1.FSV Mainz 05
So. 31.07.1988,15:00,Aschaffenburg,2:1,SC Freiburg
So. 31.07.1988,15:00,Saarbrücken,0:0,SpVgg Bayreuth
