Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 21.10.1988,19:30,Alem. Aachen,3:0,Union Solingen
Fr. 21.10.1988,19:30,RW Essen,0:0,Hertha BSC
Fr. 21.10.1988,19:30,Aschaffenburg,0:1,Saarbrücken
Sa. 22.10.1988,15:00,SV Meppen,4:0,K. Offenbach
Sa. 22.10.1988,15:00,F. Düsseldorf,2:1,1.FSV Mainz 05
Sa. 22.10.1988,15:00,E. Braunschweig,0:1,Fortuna Köln
Sa. 22.10.1988,15:00,FC 08 Homburg,1:1,SC Freiburg
So. 23.10.1988,15:00,Darmstadt 98,1:1,VfL Osnabrück
So. 23.10.1988,15:00,BW Berlin,1:0,Wattenscheid 09
So. 23.10.1988,15:00,FC Schalke 04,4:0,SpVgg Bayreuth
