Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 28.10.1988,19:30,VfL Osnabrück,0:0,FC 08 Homburg
Fr. 28.10.1988,19:30,Wattenscheid 09,0:1,FC Schalke 04
Sa. 29.10.1988,15:00,SpVgg Bayreuth,1:2,F. Düsseldorf
Sa. 29.10.1988,15:00,SC Freiburg,3:1,SV Meppen
Sa. 29.10.1988,15:00,Saarbrücken,2:1,Darmstadt 98
Sa. 29.10.1988,15:00,Fortuna Köln,3:0,RW Essen
Sa. 29.10.1988,15:00,Hertha BSC,3:1,Aschaffenburg
So. 30.10.1988,15:00,Union Solingen,0:2,E. Braunschweig
So. 30.10.1988,15:00,K. Offenbach,2:1,BW Berlin
So. 30.10.1988,15:00,1.FSV Mainz 05,3:1,Alem. Aachen
