Datum,Uhrzeit,Heim,Ergebnis,Gast
So. 18.06.1989,15:00,FC 08 Homburg,2:1,FC Schalke 04
So. 18.06.1989,15:00,BW Berlin,2:7,F. Düsseldorf
So. 18.06.1989,15:00,SpVgg Bayreuth,4:1,Darmstadt 98
So. 18.06.1989,15:00,Wattenscheid 09,2:1,Aschaffenburg
So. 18.06.1989,15:00,SV Meppen,2:0,Alem. Aachen
So. 18.06.1989,15:00,Union Solingen,0:4,Saarbrücken
So. 18.06.1989,15:00,1.FSV Mainz 05,1:1,VfL Osnabrück
So. 18.06.1989,15:00,K. Offenbach,1:0,RW Essen
So. 18.06.1989,15:00,Fortuna Köln,1:0,Hertha BSC
So. 18.06.1989,15:00,SC Freiburg,2:0,E. Braunschweig
