Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 12.08.1988,19:30,Wattenscheid 09,3:2,Saarbrücken
Fr. 12.08.1988,19:30,K. Offenbach,1:1,VfL Osnabrück
Sa. 13.08.1988,15:00,1.FSV Mainz 05,2:2,Fortuna Köln
Sa. 13.08.1988,15:00,SC Freiburg,2:0,Darmstadt 98
Sa. 13.08.1988,15:00,F. Düsseldorf,1:1,Alem. Aachen
Sa. 13.08.1988,15:00,BW Berlin,2:0,RW Essen
Sa. 13.08.1988,15:00,SpVgg Bayreuth,1:1,Hertha BSC
So. 14.08.1988,15:00,SV Meppen,4:1,Aschaffenburg
So. 14.08.1988,15:00,FC Schalke 04,2:0,E. Braunschweig
So. 14.08.1988,15:00,FC 08 Homburg,6:2,Union Solingen
