Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 01.04.1989,15:00,RW Essen,2:1,E. Braunschweig
Sa. 01.04.1989,15:00,SpVgg Bayreuth,1:1,FC 08 Homburg
Sa. 01.04.1989,15:00,Darmstadt 98,2:1,F. Düsseldorf
Sa. 01.04.1989,15:00,Hertha BSC,0:0,SV Meppen
Sa. 01.04.1989,15:00,Fortuna Köln,1:1,SC Freiburg
So. 02.04.1989,15:00,VfL Osnabrück,1:0,FC Schalke 04
So. 02.04.1989,15:00,Aschaffenburg,1:2,Alem. Aachen
So. 02.04.1989,15:00,Union Solingen,1:0,K. Offenbach
So. 02.04.1989,15:00,1.FSV Mainz 05,1:1,Wattenscheid 09
Mi. 12.04.1989,19:30,Saarbrücken,2:1,BW Berlin
