Datum,Uhrzeit,Heim,Ergebnis,Gast
Mo. 01.05.1989,15:00,RW Essen,1:1,Saarbrücken
Mo. 01.05.1989,15:00,SC Freiburg,3:0,K. Offenbach
Mo. 01.05.1989,15:00,BW Berlin,1:2,SpVgg Bayreuth
Mo. 01.05.1989,15:00,F. Düsseldorf,1:1,Union Solingen
Mo. 01.05.1989,15:00,Aschaffenburg,1:1,VfL Osnabrück
Mo. 01.05.1989,15:00,E. Braunschweig,1:1,Hertha BSC
Di. 02.05.1989,20:15,SV Meppen,1:0,Wattenscheid 09
Di. 02.05.1989,20:15,FC Schalke 04,4:1,1.FSV Mainz 05
Di. 02.05.1989,20:15,FC 08 Homburg,3:0,Darmstadt 98
Di. 02.05.1989,20:15,Alem. Aachen,3:1,Fortuna Köln
