Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 17.03.1989,19:30,Saarbrücken,2:0,SC Freiburg
Sa. 18.03.1989,15:00,E. Braunschweig,0:1,Alem. Aachen
Sa. 18.03.1989,15:00,Aschaffenburg,2:0,FC Schalke 04
Sa. 18.03.1989,15:00,RW Essen,1:5,F. Düsseldorf
Sa. 18.03.1989,15:00,Hertha BSC,1:0,K. Offenbach
Sa. 18.03.1989,15:00,Darmstadt 98,2:1,BW Berlin
So. 19.03.1989,15:00,Fortuna Köln,5:6,Wattenscheid 09
So. 19.03.1989,15:00,VfL Osnabrück,0:0,SV Meppen
So. 19.03.1989,15:00,1.FSV Mainz 05,0:0,FC 08 Homburg
Di. 18.04.1989,19:30,Union Solingen,1:1,SpVgg Bayreuth
