Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 21.04.1989,19:30,Alem. Aachen,1:1,Saarbrücken
Fr. 21.04.1989,19:30,E. Braunschweig,1:0,VfL Osnabrück
Sa. 22.04.1989,15:00,F. Düsseldorf,2:2,Hertha BSC
Sa. 22.04.1989,15:00,RW Essen,3:1,Darmstadt 98
Sa. 22.04.1989,15:00,BW Berlin,2:0,Union Solingen
So. 23.04.1989,15:00,SC Freiburg,4:0,SpVgg Bayreuth
So. 23.04.1989,15:00,SV Meppen,4:1,1.FSV Mainz 05
So. 23.04.1989,15:00,FC 08 Homburg,3:0,Aschaffenburg
Di. 16.05.1989,19:30,K. Offenbach,2:0,Wattenscheid 09
Di. 23.05.1989,19:30,FC Schalke 04,3:3,Fortuna Köln
