Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 05.05.1989,20:15,Hertha BSC,4:0,RW Essen
Fr. 05.05.1989,20:15,VfL Osnabrück,2:0,Darmstadt 98
Sa. 06.05.1989,15:00,Union Solingen,0:2,Alem. Aachen
Sa. 06.05.1989,15:00,1.FSV Mainz 05,2:2,F. Düsseldorf
Sa. 06.05.1989,15:00,SC Freiburg,1:0,FC 08 Homburg
Sa. 06.05.1989,15:00,Wattenscheid 09,1:2,BW Berlin
Sa. 06.05.1989,15:00,SpVgg Bayreuth,1:1,FC Schalke 04
So. 07.05.1989,15:00,K. Offenbach,2:3,SV Meppen
So. 07.05.1989,15:00,Saarbrücken,0:0,Aschaffenburg
So. 07.05.1989,15:00,Fortuna Köln,3:2,E. Braunschweig
