Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 22.07.1988,19:30,Wattenscheid 09,2:1,Darmstadt 98
Fr. 22.07.1988,19:30,SpVgg Bayreuth,4:1,VfL Osnabrück
Sa. 23.07.1988,15:00,K. Offenbach,2:2,Aschaffenburg
Sa. 23.07.1988,15:00,Union Solingen,1:2,Hertha BSC
Sa. 23.07.1988,15:00,BW Berlin,1:2,Alem. Aachen
Sa. 23.07.1988,15:00,FC 08 Homburg,2:0,Fortuna Köln
Sa. 23.07.1988,15:00,FC Schalke 04,1:1,F. Düsseldorf
So. 24.07.1988,15:00,SC Freiburg,5:3,RW Essen
So. 24.07.1988,15:00,1.FSV Mainz 05,1:1,Saarbrücken
So. 24.07.1988,15:00,SV Meppen,0:0,E. Braunschweig
