Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 30.09.1988,19:30,Alem. Aachen,2:0,Hertha BSC
Fr. 30.09.1988,19:30,FC Schalke 04,3:1,Union Solingen
Sa. 01.10.1988,15:00,F. Düsseldorf,3:1,Fortuna Köln
Sa. 01.10.1988,15:00,FC 08 Homburg,1:0,K. Offenbach
Sa. 01.10.1988,15:00,E. Braunschweig,1:1,Saarbrücken
Sa. 01.10.1988,15:00,BW Berlin,2:3,1.FSV Mainz 05
So. 02.10.1988,15:00,SC Freiburg,1:1,Wattenscheid 09
So. 02.10.1988,15:00,SV Meppen,1:0,SpVgg Bayreuth
So. 02.10.1988,15:00,RW Essen,2:1,VfL Osnabrück
Sa. 15.10.1988,15:00,Aschaffenburg,0:0,Darmstadt 98
