Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 10.03.1989,20:00,Werder Bremen,2:0,Bor. M'gladbach
Fr. 10.03.1989,20:00,Hannover 96,0:0,1.FC K'lautern
Sa. 11.03.1989,15:30,Bayern München,1:0,Hamburger SV
Sa. 11.03.1989,15:30,1.FC Köln,3:2,E. Frankfurt
Sa. 11.03.1989,15:30,Stuttg. Kickers,0:2,VfB Stuttgart
Sa. 11.03.1989,15:30,Bor. Dortmund,2:1,B. Leverkusen
Sa. 11.03.1989,15:30,FC St. Pauli,1:0,Karlsruher SC
Sa. 11.03.1989,15:30,W. Mannheim,2:1,1.FC Nürnberg
Sa. 11.03.1989,15:30,Bayer 05,3:1,VfL Bochum
