Datum,Uhrzeit,Heim,Ergebnis,Gast
Fr. 27.04.07,20:30,VfL Bochum,2:1,FC Schalke 04
Sa. 28.04.07,15:30,Bayern München,1:2,Hamburger SV
Sa. 28.04.07,15:30,Alem. Aachen,0:4,Hertha BSC
Sa. 28.04.07,15:30,Bor. M'gladbach,0:1,VfB Stuttgart
Sa. 28.04.07,15:30,1.FSV Mainz 05,1:2,Hannover 96
Sa. 28.04.07,15:30,Bor. Dortmund,2:0,E. Frankfurt
Sa. 28.04.07,15:30,1.FC Nürnberg,1:1,VfL Wolfsburg
So. 29.04.07,17:00,Arm. Bielefeld,3:2,Werder Bremen
So. 29.04.07,17:00,Energie Cottbus,2:1,B. Leverkusen
