Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 25.09.1982,15:00,Wattenscheid 09,5:3,SpVgg Fürth
Sa. 25.09.1982,15:00,Darmstadt 98,3:1,RW Essen
Sa. 25.09.1982,15:00,Hannover 96,2:3,MSV Duisburg
Sa. 25.09.1982,15:00,Hessen Kassel,1:2,VfL Osnabrück
Sa. 25.09.1982,15:00,Fortuna Köln,1:1,W. Mannheim
Sa. 25.09.1982,15:00,Stuttg. Kickers,1:1,Union Solingen
Sa. 25.09.1982,15:00,Lüttringhausen,1:1,FSV Frankfurt
Sa. 25.09.1982,15:00,SC Freiburg,2:0,FC Augsburg
Sa. 25.09.1982,15:00,Alem. Aachen,1:0,Schloß-Neuhaus
Sa. 25.09.1982,15:00,Bayer 05,2:1,K. Offenbach
