Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 02.10.1982,15:00,MSV Duisburg,3:3,Darmstadt 98
Sa. 02.10.1982,15:00,K. Offenbach,2:0,Alem. Aachen
Sa. 02.10.1982,15:00,W. Mannheim,2:1,Hessen Kassel
Sa. 02.10.1982,15:00,RW Essen,4:0,Wattenscheid 09
Sa. 02.10.1982,15:00,SpVgg Fürth,2:1,SC Freiburg
Sa. 02.10.1982,15:00,Schloß-Neuhaus,3:1,Stuttg. Kickers
Sa. 02.10.1982,15:00,Union Solingen,2:2,Fortuna Köln
Sa. 02.10.1982,15:00,VfL Osnabrück,0:3,Hannover 96
Sa. 02.10.1982,15:00,FC Augsburg,0:0,Lüttringhausen
Sa. 02.10.1982,15:00,FSV Frankfurt,2:2,Bayer 05
