Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 30.04.1983,15:00,Alem. Aachen,2:1,Bayer 05
Sa. 30.04.1983,15:00,RW Essen,0:1,VfL Osnabrück
Sa. 30.04.1983,15:00,Hannover 96,2:0,K. Offenbach
Sa. 30.04.1983,15:00,SpVgg Fürth,1:0,W. Mannheim
Sa. 30.04.1983,15:00,Hessen Kassel,0:1,FSV Frankfurt
Sa. 30.04.1983,15:00,Darmstadt 98,7:0,Schloß-Neuhaus
Sa. 30.04.1983,15:00,Wattenscheid 09,6:2,Union Solingen
Sa. 30.04.1983,15:00,Fortuna Köln,7:0,FC Augsburg
Sa. 30.04.1983,15:00,Stuttg. Kickers,3:0,Lüttringhausen
Sa. 30.04.1983,15:00,SC Freiburg,1:1,MSV Duisburg
