Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 15.01.1983,15:00,FSV Frankfurt,2:1,VfL Osnabrück
Sa. 15.01.1983,15:00,FC Augsburg,2:1,MSV Duisburg
Sa. 15.01.1983,15:00,K. Offenbach,0:2,W. Mannheim
Sa. 15.01.1983,15:00,Lüttringhausen,3:0,RW Essen
Sa. 15.01.1983,15:00,Alem. Aachen,1:2,Wattenscheid 09
Sa. 15.01.1983,15:00,Stuttg. Kickers,1:1,Darmstadt 98
Sa. 15.01.1983,15:00,Fortuna Köln,3:2,Hannover 96
Sa. 15.01.1983,15:00,SC Freiburg,2:1,Hessen Kassel
Sa. 15.01.1983,15:00,Schloß-Neuhaus,2:3,Union Solingen
Sa. 12.02.1983,15:00,Bayer 05,3:0,SpVgg Fürth
