Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 13.11.1982,15:00,Wattenscheid 09,3:2,Schloß-Neuhaus
Sa. 13.11.1982,15:00,Hannover 96,2:1,FSV Frankfurt
Sa. 13.11.1982,15:00,Hessen Kassel,3:0,FC Augsburg
Sa. 13.11.1982,15:00,Stuttg. Kickers,3:4,Bayer 05
Sa. 13.11.1982,15:00,SC Freiburg,4:1,Alem. Aachen
Sa. 13.11.1982,15:00,MSV Duisburg,2:0,VfL Osnabrück
Sa. 13.11.1982,15:00,RW Essen,0:1,W. Mannheim
Sa. 13.11.1982,15:00,Fortuna Köln,3:0,Lüttringhausen
Sa. 13.11.1982,15:00,SpVgg Fürth,5:1,Union Solingen
Sa. 13.11.1982,15:00,Darmstadt 98,0:2,K. Offenbach
