Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 07.05.1983,15:00,Schloß-Neuhaus,0:5,Wattenscheid 09
Sa. 07.05.1983,15:00,FSV Frankfurt,1:2,Hannover 96
Sa. 07.05.1983,15:00,FC Augsburg,1:0,Hessen Kassel
Sa. 07.05.1983,15:00,Bayer 05,2:1,Stuttg. Kickers
Sa. 07.05.1983,15:00,Alem. Aachen,1:1,SC Freiburg
Sa. 07.05.1983,15:00,VfL Osnabrück,0:2,MSV Duisburg
Sa. 07.05.1983,15:00,W. Mannheim,3:1,RW Essen
Sa. 07.05.1983,15:00,Lüttringhausen,0:2,Fortuna Köln
Sa. 07.05.1983,15:00,K. Offenbach,2:2,Darmstadt 98
Di. 17.05.1983,19:30,Union Solingen,2:1,SpVgg Fürth
