Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 21.08.1982,15:00,Fortuna Köln,3:0,Darmstadt 98
Sa. 21.08.1982,15:00,Bayer 05,2:0,RW Essen
Sa. 21.08.1982,15:00,K. Offenbach,2:0,Union Solingen
Sa. 21.08.1982,15:00,Hessen Kassel,3:1,Hannover 96
Sa. 21.08.1982,15:00,Stuttg. Kickers,3:1,Wattenscheid 09
Sa. 21.08.1982,15:00,Alem. Aachen,3:1,SpVgg Fürth
Sa. 21.08.1982,15:00,Lüttringhausen,2:0,MSV Duisburg
Sa. 21.08.1982,15:00,FC Augsburg,0:2,VfL Osnabrück
Sa. 21.08.1982,15:00,FSV Frankfurt,0:2,W. Mannheim
Sa. 21.08.1982,15:00,SC Freiburg,4:0,Schloß-Neuhaus
