Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 21.05.1983,15:00,FC Augsburg,2:1,Darmstadt 98
Sa. 21.05.1983,15:00,Bayer 05,0:1,Hessen Kassel
Sa. 21.05.1983,15:00,SC Freiburg,0:1,Stuttg. Kickers
Sa. 21.05.1983,15:00,Union Solingen,2:0,MSV Duisburg
Sa. 21.05.1983,15:00,Schloß-Neuhaus,1:0,RW Essen
Sa. 21.05.1983,15:00,Lüttringhausen,6:3,Hannover 96
Sa. 21.05.1983,15:00,Alem. Aachen,0:0,Fortuna Köln
Sa. 21.05.1983,15:00,K. Offenbach,3:2,SpVgg Fürth
Sa. 21.05.1983,15:00,W. Mannheim,3:0,VfL Osnabrück
Sa. 21.05.1983,15:00,FSV Frankfurt,0:2,Wattenscheid 09
