Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 18.09.1982,15:00,VfL Osnabrück,4:2,Fortuna Köln
Sa. 18.09.1982,15:00,MSV Duisburg,1:0,Hessen Kassel
Sa. 18.09.1982,15:00,K. Offenbach,2:0,Lüttringhausen
Sa. 18.09.1982,15:00,W. Mannheim,2:0,Stuttg. Kickers
Sa. 18.09.1982,15:00,RW Essen,0:0,Hannover 96
Sa. 18.09.1982,15:00,Wattenscheid 09,0:2,SC Freiburg
Sa. 18.09.1982,15:00,FSV Frankfurt,2:0,FC Augsburg
Sa. 18.09.1982,15:00,Schloß-Neuhaus,1:3,Bayer 05
Sa. 18.09.1982,15:00,SpVgg Fürth,3:2,Darmstadt 98
Sa. 18.09.1982,15:00,Union Solingen,3:0,Alem. Aachen
