Datum,Uhrzeit,Heim,Ergebnis,Gast
Sa. 14.05.1983,15:00,Wattenscheid 09,0:0,K. Offenbach
Sa. 14.05.1983,15:00,Hessen Kassel,2:0,Lüttringhausen
Sa. 14.05.1983,15:00,Hannover 96,1:1,FC Augsburg
Sa. 14.05.1983,15:00,SpVgg Fürth,0:2,Schloß-Neuhaus
Sa. 14.05.1983,15:00,RW Essen,3:1,Union Solingen
Sa. 14.05.1983,15:00,Stuttg. Kickers,1:2,Alem. Aachen
Sa. 14.05.1983,15:00,Fortuna Köln,0:0,Bayer 05
Sa. 14.05.1983,15:00,MSV Duisburg,3:3,W. Mannheim
Sa. 14.05.1983,15:00,Darmstadt 98,6:2,FSV Frankfurt
Sa. 14.05.1983,15:00,SC Freiburg,1:1,VfL Osnabrück
